coordinates,created_at,hashtags,media,urls,favorite_count,id,in_reply_to_screen_name,in_reply_to_status_id,in_reply_to_user_id,lang,place,possibly_sensitive,retweet_count,retweet_id,retweet_screen_name,source,text,tweet_url,user_created_at,user_screen_name,user_default_profile_image,user_description,user_favourites_count,user_followers_count,user_friends_count,user_listed_count,user_location,user_name,user_screen_name,user_statuses_count,user_time_zone,user_urls,user_verified
,Thu May 21 14:56:19 +0000 2020,,,,0,1263483770008715265,,,,en,,,0,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","@presdonald2016 @anitaDlivaditis @karenamyatt @LambdaHard @MarshaBlackburn @SenSchumer @realDonaldTrump @JaySekulow “If you look at the one (hydroxychloroquine) survey, the only bad survey, they were giving it to people that were in very bad shape. They were very old. Almost dead.” 

Trump said this 2 days ago.  True?",https://twitter.com/wuwu_wally/status/1263483770008715265,Fri Apr 17 03:03:40 +0000 2009,wuwu_wally,false,"“Remember, lies...big lies...can have terrible consequences. They travel at the speed of light and spread so much darkness.”  @Acosta",64601,624,729,11,"Planet, Earth",🌊 WuWu Wally 🌊,wuwu_wally,58622,,,false
,Sat May 16 05:46:34 +0000 2020,,,https://www.wakingtimes.com/2020/05/15/bill-gates-explains-that-the-covid-vaccine-will-use-experimental-technology-and-permanently-alter-your-dna/,0,1261533481236074497,,,,en,,false,0,,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Bill Gates Explains that the Covid Vaccine will Use Experimental Technology and Permanently Alter Your DNA https://t.co/kOoU1FO5g7 via @wakingtimes,https://twitter.com/Witchwelly/status/1261533481236074497,Mon Aug 27 22:15:09 +0000 2012,Witchwelly,false,"I Love Art, Music, Cooking and Animals, Reading, Gardening and My Man!",189738,1070,1942,61,"Ohio, USA",KITTY,Witchwelly,23652,,,false
,Mon May 18 12:51:30 +0000 2020,,,https://healthfeedback.org/claimreview/contrary-to-claims-in-viral-social-media-posts-the-novel-coronavirus-was-not-man-made-nor-patented-before-outbreak/,0,1262365194501709826,,,,en,,false,0,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Contrary to claims in viral social media posts, the novel coronavirus was not man-made nor patented before outbreak
https://t.co/0or2rZKm8O",https://twitter.com/prmullen69/status/1262365194501709826,Sun Feb 24 14:26:20 +0000 2013,prmullen69,false,"A California man trapped in NY.
Official Mad Scientist of Oswego County, NY.
The Only Astronaut in NY.
Widowed, and on the lookout for the next Mrs. Mullen",99274,1168,50,4,"Parish, NY",Dr. Patrick R. Mullen,prmullen69,22673,,,false
,Tue Jun 16 05:10:39 +0000 2020,,,,0,1272758464935149571,commonsensejan,1272733500118986800,785902212480315400,en,,,0,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","@commonsensejan @homen2 “If you look at the one (hydroxychloroquine) survey, the only bad survey, they were giving it to people that were in very bad shape. They were very old. Almost dead.” The drug had done more harm than good.",https://twitter.com/rhunt0511/status/1272758464935149571,Tue Apr 26 05:06:45 +0000 2016,rhunt0511,false,,4464,44,97,0,,Roderick Hunt,rhunt0511,3456,,,false
,Fri May 15 19:52:50 +0000 2020,,,https://www.wakingtimes.com/2020/05/15/bill-gates-explains-that-the-covid-vaccine-will-use-experimental-technology-and-permanently-alter-your-dna/?utm_campaign=meetedgar&utm_medium=social&utm_source=meetedgar.com&fbclid=IwAR0edh6pLEFromLTUG7NUylLa0AtoeQdp48m7_V8yqNa4uxEqch2ewCdx4c,0,1261384061404106752,,,,en,,false,0,,,"<a href=""http://www.apple.com/"" rel=""nofollow"">OS X</a>",Bill Gates Explains that the Covid Vaccine will Use Experimental Technology and Permanently Alter Your DNA https://t.co/SNV1jWA83N,https://twitter.com/chuckfox/status/1261384061404106752,Fri Mar 20 22:59:39 +0000 2009,chuckfox,false,,0,471,1314,14,"Chicago, IL",Chuck Fox,chuckfox,8435,,http://chuckfox.com,false
,Mon May 18 19:44:14 +0000 2020,,,https://www.sciencetimes.com/articles/25713/20200518/wearing-face-masks-potentially-harmful-trap-exhaled-viruses-well-individuals.htm,0,1262469059716673536,,,,en,,false,0,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","New Evidence Shows Wearing Face Mask Can Help Coronavirus Enter the Brain and Pose More Health Risk, Warn Expert | Science Times:

This is a dangerous unverified theory that clearly over-weighs the “risk” of a mask vs not wearing one. Disappointing... https://t.co/omCcGMFrYv",https://twitter.com/gattasurgeon/status/1262469059716673536,Wed Dec 06 15:59:35 +0000 2017,gattasurgeon,false,Father | Husband | COVID-19 Survivor | Ex-Refugee | Immigrant | Surgeon | Keynote Speaker | AI pioneer | KOL,206,372,39,5,"Seattle, WA",Prakash Gatta,gattasurgeon,404,,,false
,Sat May 16 03:17:18 +0000 2020,,,https://www.wakingtimes.com/2020/05/15/bill-gates-explains-that-the-covid-vaccine-will-use-experimental-technology-and-permanently-alter-your-dna/,0,1261495917968048133,,,,en,,false,0,,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Bill Gates Explains that the Covid Vaccine will Use Experimental Technology and Permanently Alter Your DNA https://t.co/P4PFywIMmx via @wakingtimes,https://twitter.com/RestoredRos/status/1261495917968048133,Wed Oct 14 13:41:03 +0000 2015,RestoredRos,true,,26,0,16,0,,RestoredR,RestoredRos,175,,,false
,Sat May 16 16:37:27 +0000 2020,,https://twitter.com/PAULLEOFASO/status/1261697280496726017/photo/1,https://www.wakingtimes.com/2020/05/15/bill-gates-explains-that-the-covid-vaccine-will-use-experimental-technology-and-permanently-alter-your-dna/,0,1261697280496726017,,,,en,,false,1,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Bill Gates Explains that the Covid Vaccine will Use Experimental Technology and Permanently Alter Your DNA
https://t.co/NomqDjJ61d https://t.co/YW9qJnKmgx",https://twitter.com/PAULLEOFASO/status/1261697280496726017,Mon Mar 23 00:03:14 +0000 2009,PAULLEOFASO,false,"Car Builder-Photographer-Writer-Political & Social Critic-Reformer, Veteran",473,309,676,0,http://www.evur.us,PAUL LEO FASO,PAULLEOFASO,12908,,http://www.prweb.com/releases/2016/11/prweb13838244.htm,false
,Sun May 17 10:50:27 +0000 2020,,,https://healthfeedback.org/claimreview/contrary-to-claims-in-viral-social-media-posts-the-novel-coronavirus-was-not-man-made-nor-patented-before-outbreak/,0,1261972343058038784,,,,en,,false,0,,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Contrary to claims in viral social media posts, the novel coronavirus was not man-made nor patented before outbreak https://t.co/TYmxXyCg6b via @HealthFeedback",https://twitter.com/gregorymelody/status/1261972343058038784,Wed Apr 18 17:22:52 +0000 2007,gregorymelody,false,Collect Bible translations,2404,854,5001,6,"Washington, D.C.",Gregory Shelton,gregorymelody,56431,,https://www.facebook.com/GregoryShelton20015,false
,Sat May 16 09:25:45 +0000 2020,,,https://www.wakingtimes.com/2020/05/15/bill-gates-explains-that-the-covid-vaccine-will-use-experimental-technology-and-permanently-alter-your-dna/,0,1261588638242164736,,,,en,,false,0,,,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",Bill Gates Explains that the Covid Vaccine will Use Experimental Technology and Permanently Alter Your DNA https://t.co/JqI5IMJLot,https://twitter.com/awemackenzie/status/1261588638242164736,Fri Jan 10 19:09:02 +0000 2014,awemackenzie,false,Hello From Alba ( Scotland ) 🍻,2178,93,599,5,"Stirling, Scotland",Alasdair Mackenzie,awemackenzie,13446,,,false
,Mon May 18 21:05:22 +0000 2020,,,http://checkyourfact.com/2020/05/18/fact-check-video-people-celebrating-end-saudi-arabia-coronavirus-lockdown/,0,1262489479065096192,,,,en,,false,0,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Via @Check_Your_Fact: Does This Video Show People Celebrating The End Of Saudi Arabia’s Coronavirus Lockdown? https://t.co/Aq7AswN3Hp,https://twitter.com/tschakohl/status/1262489479065096192,Tue Jul 16 16:12:40 +0000 2013,tschakohl,false,Fact Check Reporter @Check_Your_Fact,567,299,453,3,,Trevor Schakohl,tschakohl,299,,,true
,Sat May 16 04:41:39 +0000 2020,,,https://www.wakingtimes.com/2020/05/15/bill-gates-explains-that-the-covid-vaccine-will-use-experimental-technology-and-permanently-alter-your-dna/,0,1261517144883212288,,,,en,,false,0,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Bill Gates Explains that the Covid Vaccine will Use Experimental Technology and Permanently Alter Your DNA https://t.co/cvKx79BIhF via @wakingtimes,https://twitter.com/Turtle_Hawaiian/status/1261517144883212288,Fri Aug 26 14:17:16 +0000 2016,Turtle_Hawaiian,false,"Interesting that when a Celebrity shares their opinion and you don't agree with them, you think they are Satan. If you agree with them they are King Solomon",16453,94,658,0,,k.j.l,Turtle_Hawaiian,5404,,,false
,Sat May 09 13:25:20 +0000 2020,coronavirus Covid_19 coronavirusuk,https://twitter.com/00003D/status/1259112217615765506/video/1,,0,1259112217615765506,,,,en,,false,0,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","#coronavirus #Covid_19 #coronavirusuk 
The British government has not seen any evidence to suggest that the novel coronavirus that causes COVID-19 was man-made, Health Secretary Matt Hancock has said. https://t.co/69aV2QhJmb",https://twitter.com/laohuzao/status/1259112217615765506,Sat Oct 05 16:23:34 +0000 2019,laohuzao,false,Pale British guy who's been to China a few times. The west runs on hypocrisy. #nocoldwar,7218,724,852,2,UK innit,Avery Smith,laohuzao,5568,,,false
,Wed Jun 17 17:23:54 +0000 2020,VoteJoeBiden2020,,,6,1273305379741540354,,,,en,,,1,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Remember this one?  

“If you look at the one (hydroxychloroquine) survey, the only bad survey, they were giving it to people that were in very bad shape. They were very old. Almost dead.” 

#VoteJoeBiden2020",https://twitter.com/297_ArubaLover/status/1273305379741540354,Wed Apr 29 13:11:30 +0000 2020,297_ArubaLover,false,BidenHarris! VOTE BLUE! Followed by @EleanorNorton @glennkirschner2 @PalmerReport @DearAuntCrabby @mmpadellan @DevinCow. Views my own. No Snitch Tagging or DM,71718,15300,14812,3,,@297_Aruba_Lover is fully vaccinated!,297_ArubaLover,22084,,,false
,Sat May 16 21:26:03 +0000 2020,,,https://www.wakingtimes.com/2020/05/15/bill-gates-explains-that-the-covid-vaccine-will-use-experimental-technology-and-permanently-alter-your-dna/,0,1261769910671343619,,,,en,,false,1,,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Bill Gates Explains that the Covid Vaccine will Use Experimental Technology and Permanently Alter Your DNA https://t.co/W2OejDW7Is via @wakingtimes,https://twitter.com/OhioBlonde1/status/1261769910671343619,Wed May 20 15:03:01 +0000 2009,OhioBlonde1,false,,11,123,977,6,Ohio,Cindy  Adams,OhioBlonde1,3433,,,false
,Tue May 26 21:10:56 +0000 2020,,,https://www.politifact.com/factchecks/2020/may/26/facebook-posts/facebook-post-gets-debt-wrong-comparison-florida-t/,8,1265389982354735122,madlinbmek,1265389980706275300,588529096,en,,false,0,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Specifically, PolitiFact rated this claim from the image False: Texas and Florida have a “balanced budget” while California is “in debt $54 billion and New York is “in debt $6.1 billion.”

https://t.co/NqZXm7c21u",https://twitter.com/madlinbmek/status/1265389982354735122,Wed May 23 19:35:39 +0000 2012,madlinbmek,false,State and environmental reporter @Statesman. Vice chair @AustinNewsGuild. Ask me about my cats: mmekelburg@statesman.com,8227,5938,2091,210,"Austin, TX",Madlin Mekelburg,madlinbmek,13009,,http://www.madlinbmek.com,true
,Mon May 18 15:19:20 +0000 2020,,,https://healthfeedback.org/claimreview/contrary-to-claims-in-viral-social-media-posts-the-novel-coronavirus-was-not-man-made-nor-patented-before-outbreak/,0,1262402395918630913,,,,en,,false,1,,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Contrary to claims in viral social media posts, the novel coronavirus was not man-made nor patented before outbreak - Health Feedback https://t.co/V7nHzvScru via @GoogleNews",https://twitter.com/mpksguthrie/status/1262402395918630913,Tue Feb 07 02:21:49 +0000 2012,mpksguthrie,false,"You don't care who I am. Just a lover of books, nature & music with opinions, which are decidedly liberal.",12533,1197,4961,11,"Lakewood, CO",Mike Guthrie,mpksguthrie,8461,,,false
,Sat May 16 19:22:13 +0000 2020,,,http://feedproxy.google.com/~r/wakingtimes/jlKV/~3/-CCFLVcu0Yw/,0,1261738744228372480,,,,en,,false,0,,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Bill Gates Explains that the Covid Vaccine will Use Experimental Technology and Permanently Alter Your DNA https://t.co/KTP9sjdiRI,https://twitter.com/DaronCrass/status/1261738744228372480,Mon May 21 01:36:35 +0000 2012,DaronCrass,false,"Christ Follower, Husband, Father, Libertarian.  I love the. outdoors, & spending time with family and friends.",35,948,2005,53,,Daron Crass,DaronCrass,14650,,,false
,Sat May 23 03:09:51 +0000 2020,,,https://www.bettergov.org/news/fact-check-no-the-novel-coronavirus-was-not-man-made/,0,1264030758227902476,,,,en,,false,0,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Fact-Check: No, the Novel Coronavirus Was Not 'Man-Made' https://t.co/LTaQ22VGNS via @bettergov",https://twitter.com/JakeSerafini/status/1264030758227902476,Fri Dec 20 20:22:58 +0000 2013,JakeSerafini,false,"#GirlDad x 3. #LFC Supporter. Wannabe Baseball Nerd. #Chicago Born & Raised. #Illinois Proud. #NDCP Don, #EIU Panther. #BlackLivesMatter #VoteBlue",34491,522,782,33,USA,"Vaccinated, Still Unbearable 🌊🗽⚖️",JakeSerafini,36300,,,false
,Sat May 16 01:40:30 +0000 2020,,,https://www.wakingtimes.com/2020/05/15/bill-gates-explains-that-the-covid-vaccine-will-use-experimental-technology-and-permanently-alter-your-dna/,0,1261471557504778240,,,,en,,false,0,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Bill Gates Explains that the Covid Vaccine will Use Experimental Technology and Permanently Alter Your DNA https://t.co/jvL303iYRE via @wakingtimes,https://twitter.com/Sweetladywv/status/1261471557504778240,Sat Feb 06 18:44:19 +0000 2010,Sweetladywv,false,,6783,243,1477,2,,B,Sweetladywv,3410,,https://twitter.com/Sweetladywv,false
,Thu May 21 14:54:21 +0000 2020,,,https://bit.ly/3cSOCAa,1,1263483275110232064,,,,en,,false,1,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","An Illinois lawmaker called the novel coronavirus ""man-made."" But research on the genetic features of the virus shows it was not created or manipulated in a lab. https://t.co/3VMzECeuBL",https://twitter.com/PolitiFactIL/status/1263483275110232064,Fri Jan 26 15:55:53 +0000 2018,PolitiFactIL,false,"Produced by the nonprofit, nonpartisan government watchdog @Bettergov.",250,1015,677,39,"Chicago, IL",PolitiFact Illinois,PolitiFactIL,614,,http://www.politifact.com/illinois/,false
,Mon May 18 07:17:07 +0000 2020,,,https://healthfeedback.org/claimreview/contrary-to-claims-in-viral-social-media-posts-the-novel-coronavirus-was-not-man-made-nor-patented-before-outbreak/,0,1262281044339941376,,,,en,,false,0,,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Contrary to claims in viral social media posts, the novel coronavirus was not man-made nor patented before outbreak - Health Feedback https://t.co/fi6gFAdMZY via @GoogleNews",https://twitter.com/pegmeerkatz/status/1262281044339941376,Sat Sep 27 00:41:04 +0000 2008,pegmeerkatz,false,Rebel W A CAUSE! MS 35+yrs Stage 4 Breast/Lymph Node Cancer 18yrs sober pro-marijuana legalization Asperger's ADHD Learning Disabilities DON'T WANT RELATIONSHIP,29012,930,4988,14,Durham NC,Peg Meerkatz,pegmeerkatz,358795,,http://about.me/pegmeerkatz,false
,Sat May 16 16:40:21 +0000 2020,,,https://www.wakingtimes.com/2020/05/15/bill-gates-explains-that-the-covid-vaccine-will-use-experimental-technology-and-permanently-alter-your-dna/,0,1261698011664723971,,,,en,,false,0,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Bill Gates Explains that the Covid Vaccine will Use Experimental Technology and Permanently Alter Your DNA https://t.co/3cPp6yKSxq,https://twitter.com/wbradleyjr1/status/1261698011664723971,Fri Feb 20 15:44:12 +0000 2009,wbradleyjr1,false,,550,440,141,6,,Walter L Bradley Jr,wbradleyjr1,39637,,,false
,Wed May 20 15:21:21 +0000 2020,,,https://checkyourfact.com/2020/05/18/fact-check-video-people-celebrating-end-saudi-arabia-coronavirus-lockdown/?id=F89ThgJKZI,0,1263127682667159552,,,,en,,false,0,,,"<a href=""https://www.socialchamp.io"" rel=""nofollow"">SocialChamp IO </a>",FACT CHECK: Does This Video Show People Celebrating The End Of Saudi Arabia's Coronavirus Lockdown? by Trevor Schakohl https://t.co/pvbLk07jjc,https://twitter.com/FactCheckersUK/status/1263127682667159552,Fri Jan 22 19:40:04 +0000 2016,FactCheckersUK,false,Finding Truth,27417,781,2995,63,"London, England",FactCheckUK,FactCheckersUK,33205,,,false
,Fri May 08 01:20:00 +0000 2020,COVID19,,http://www.ecns.cn/news/sci-tech/2020-05-08/detail-ifzwefvs2285368.shtml,9,1258567292478042112,,,,en,,false,4,,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","The British government has not seen any evidence to suggest that the novel coronavirus that causes #COVID19 was man-made, UK Health Secretary Matt Hancock said on Wednesday. https://t.co/T4IQEUMY5Q",https://twitter.com/Echinanews/status/1258567292478042112,Wed Jul 20 00:59:59 +0000 2011,Echinanews,false,"https://t.co/Ak6zvIlJE8, the English portal of China News Service, a window into news about China. #ChinaTravel #ChinaStory #ChinaTech #ChinaBiz #Panda #AmazingChina",184,637080,273,1630,Beijing,China News 中国新闻网,Echinanews,62862,,http://www.ecns.cn/,true
,Fri May 15 21:13:44 +0000 2020,,,https://www.wakingtimes.com/2020/05/15/bill-gates-explains-that-the-covid-vaccine-will-use-experimental-technology-and-permanently-alter-your-dna/,0,1261404420660592640,,,,en,,false,0,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Bill Gates Explains that the Covid Vaccine will Use Experimental Technology and Permanently Alter Your DNA https://t.co/pjRtpxecg8 via @wakingtimes,https://twitter.com/dibaby727/status/1261404420660592640,Tue Mar 01 04:35:15 +0000 2016,dibaby727,false,change banner,1381,115,431,0,"Kentucky, USA",Diana Head,dibaby727,14418,,,false
,Wed Jun 03 13:28:00 +0000 2020,coronavirus China WIV,https://twitter.com/PeoplesDailyapp/status/1268172587231670277/photo/1,https://bit.ly/2XPooIs,1,1268172587231670277,,,,en,,false,1,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Claims that the novel #coronavirus was man-made or leaked by #China's National Biosafety Laboratory at the Wuhan Institute of Virology (#WIV) is totally contrary to the facts, according to lab director Yuan Zhiming. https://t.co/l4Cf3Tdulh https://t.co/VzB5PEd8fy",https://twitter.com/PeoplesDailyapp/status/1268172587231670277,Sun Feb 04 12:36:42 +0000 2018,PeoplesDailyapp,false,Our mission is to provide news and perspectives on China to a global audience. Download the People's Daily app for news on China.,34,1980,110,30,"北京, 中华人民共和国",People's Daily app,PeoplesDailyapp,19797,,http://en.peopleapp.com/download.html,true
,Wed May 20 19:58:01 +0000 2020,,,https://www.politifact.com/factchecks/2020/may/20/donald-trump/trump-wrong-hydroxychloroquine-studies-only-gave-d/,0,1263197307492691968,realDonaldTrump,,25073877,en,,false,0,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","@realDonaldTrump False statement by Trump https://t.co/kx37mw6mNf“If you look at the one (hydroxychloroquine) survey, the only bad survey, they were giving it to people that were in very bad shape. They were very old. Almost dead.”",https://twitter.com/BrimhallJudith/status/1263197307492691968,Wed Sep 25 18:13:32 +0000 2019,BrimhallJudith,true,,2427,14,17,0,,Judith Brimhall,BrimhallJudith,6921,,,false
,Fri May 15 20:49:28 +0000 2020,,,https://www.wakingtimes.com/2020/05/15/bill-gates-explains-that-the-covid-vaccine-will-use-experimental-technology-and-permanently-alter-your-dna/,0,1261398313246449666,,,,en,,false,0,,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Bill Gates Explains that the Covid Vaccine will Use Experimental Technology and Permanently Alter Your DNA https://t.co/C0xqLFa9zk via @wakingtimes,https://twitter.com/B_Free_Thinker/status/1261398313246449666,Mon Dec 02 22:44:59 +0000 2019,B_Free_Thinker,false,A Patriotic American,71379,279,60,0,,B Free Thinker,B_Free_Thinker,23645,,,false
,Fri May 15 22:21:10 +0000 2020,,,https://www.wakingtimes.com/2020/05/15/bill-gates-explains-that-the-covid-vaccine-will-use-experimental-technology-and-permanently-alter-your-dna/,0,1261421391171092480,,,,en,,false,0,,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Bill Gates Explains that the Covid Vaccine will Use Experimental Technology and Permanently Alter Your DNA https://t.co/SyeD63jsO6 via @wakingtimes,https://twitter.com/Ebro29537378/status/1261421391171092480,Sat Oct 05 09:35:28 +0000 2019,Ebro29537378,false,"Finnish / Swedish, Husband, Brother to Six, Father to Five, Grandfather to Ten, Politically neutral.",4994,37,65,0,,Ebro,Ebro29537378,3441,,,false
,Fri May 08 07:39:53 +0000 2020,COVID19,https://twitter.com/VoiceofPD/status/1258662895140982785/photo/1,,0,1258662895140982785,,,,en,,false,1,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","""We have looked into this but we don't have any evidence that this is a man-made coronavirus.""The British government has not seen any evidence to suggest that the novel coronavirus that causes #COVID19 was man-made, Health Secretary Matt Hancock has said. https://t.co/1XzhLzhDUO",https://twitter.com/VoiceofPD/status/1258662895140982785,Mon Jan 20 02:53:43 +0000 2020,VoiceofPD,false,,61,360,86,7,"Beijing, China",Voice of the People,VoiceofPD,4769,,http://en.people.cn/,false
,Mon Jun 22 21:23:07 +0000 2020,,,http://nerdhaspower.weebly.com,0,1275177520820879361,,,,en,,false,0,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","""The strangest thing is this novel coronavirus first infected humans, then infected cats, then infected dogs, then infected zoo animals, If it was naturally evolved the infection chain should be other way around. This proves that the virus is man-made"". https://t.co/Koa2OvHPgg",https://twitter.com/BidoliNicola/status/1275177520820879361,Tue May 19 16:10:04 +0000 2020,BidoliNicola,false,"➡️SC2/RNA parasitic/chimeric Adenovirus AAV recombinated in VLP HEK293+Sf21particles, and retroviral insert, in PRRA (S1/S2) BaTCoV+HCV+Humanized MHV mice.",29295,2516,193,26,,Nicola Bidoli 🛡🛡🛡,BidoliNicola,20061,,,false
,Fri May 15 21:43:57 +0000 2020,,,https://www.wakingtimes.com/2020/05/15/bill-gates-explains-that-the-covid-vaccine-will-use-experimental-technology-and-permanently-alter-your-dna/,1,1261412025369911298,,,,en,,false,0,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Bill Gates Explains that the Covid Vaccine will Use Experimental Technology and Permanently Alter Your DNA https://t.co/RQYD4xmfDW via @wakingtimes,https://twitter.com/WhosFibbing/status/1261412025369911298,Fri Aug 06 02:17:15 +0000 2010,WhosFibbing,false,'I prefer to die standing than live on my knees'.,512800,7088,4188,157,Everywhere,Duchess of Exeter 🖤,WhosFibbing,582884,,,false
,Sat May 16 02:03:32 +0000 2020,,,http://eepurl.com/g3LWlH,3,1261477353320046592,,,,en,,false,7,,,"<a href=""http://www.mailchimp.com"" rel=""nofollow"">Mailchimp</a>",Bill Gates Explains that the Covid Vaccine will Use Experimental Technology and Permanently Alter Your DNA - https://t.co/Y1BwzImOgX,https://twitter.com/WakingTimes/status/1261477353320046592,Thu Jan 26 18:15:43 +0000 2012,WakingTimes,false,"Where Evolution and Revolution Unite. Online magazine covering holistic health, mindfulness, consciousness, science, mystery, the Shift, and the matrix.",87,10146,252,182,The Cosmos,Waking Times,WakingTimes,31044,,http://wakingtimes.com,false
,Thu Jun 04 11:00:01 +0000 2020,,,http://m.ce.cn/ChinaEconomy/202006/04/t20200604_35045884.shtml,0,1268497731418501120,,,,en,,false,0,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Claims that the novel coronavirus was man-made or leaked by China's National Biosafety Laboratory at the Wuhan Institute of Virology (WIV) is totally contrary to the facts, according to lab director Yuan Zhiming.
https://t.co/waDuZkcH12",https://twitter.com/CE_ChinaEconomy/status/1268497731418501120,Tue Dec 31 06:11:12 +0000 2019,CE_ChinaEconomy,false,Latest business news and valuable information from China.,535,2731,146,40,Beijing,China Economy,CE_ChinaEconomy,15553,,http://www.ce.cn/,true
,Sun May 17 00:00:20 +0000 2020,,,https://www.wakingtimes.com/2020/05/15/bill-gates-explains-that-the-covid-vaccine-will-use-experimental-technology-and-permanently-alter-your-dna/,2,1261808735049129984,,,,en,,false,4,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Bill Gates Explains That The Covid Vaccine Will Use Experimental Technology and Permanently Alter Your DNA https://t.co/0rRXNFImwx,https://twitter.com/4thAnon/status/1261808735049129984,Wed Apr 01 00:16:52 +0000 2009,4thAnon,false,"We Seek Truth, Freedom and the Removal of Censorship. Corporate Media & #NWO Operatives. We Do Not Forgive. We Do Not Forget. #ExpectUs",55,37608,184,613,Right Behind You,Anonymous’ 4thEstate ⏳,4thAnon,133471,,,false
,Tue May 12 20:05:31 +0000 2020,,,,0,1260300090050326534,,,,en,,,0,,,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","60 Minutes Falsely Accuses Pompeo of Trying to ‘Resurrect’ Theory that Coronavirus Was ‘Man-Made’

CBS News' 60 Minutes misrepresented Secretary of State Mike Pompeo's position regarding the origin of the novel coronavirus in a Sunday tweet.""Last Sunday, Secretary of State M…",https://twitter.com/jose652524/status/1260300090050326534,Wed Mar 14 10:52:18 +0000 2012,jose652524,false,,0,15,47,0,,jose652524,jose652524,22087,,,false
,Tue May 05 10:22:35 +0000 2020,,https://twitter.com/inthenow/status/1257352189074440194/video/1,,0,1257616675492356101,CExecuted,1257036674170830800,1249480950699806700,en,,false,0,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@CExecuted @AuntieShitface @Reuters He was going to say that the virus was man-made. The host said that the CIA said a novel coronavirus was not man-made. Asked for confirmation, he acknowledged the Cia's work. P might not even notice that he was blatantly contradicting himself. liars https://t.co/BWPOQJBvQr",https://twitter.com/NotonlyoneC/status/1257616675492356101,Thu Mar 21 07:33:54 +0000 2013,NotonlyoneC,false,"🦋天官賜福🦋
Black Lives Matter🌸
Chinese Lives Matter🌸
LGBT🌈
我支持黑人，華裔權利，支持LGBTQ

短暂追星了",48739,2084,516,8,"San Jose, CA",了机,NotonlyoneC,14502,,,false
